#,Header,Format,20020003,,X1,,,X2,,,Y1,,,Y2,
#,Ref,Ch:,Board,0,-,Channel,0,,,,,,,,
#,[Bref][Cref],Tstamp_ps,Energy,:,[Bx][Cx],deltaT_ns,Energy,...,,,,,,,
[00][00],8574491034124,413,:,[00][01],21,0,[00][02],83.25,488,[00][03],75.562,334,[00][04],74.187,329
[00][00],8598958771045,571,:,[00][01],21.61,0,[00][02],112.829,1419,[00][03],22.204,590,[00][04],123.016,530
[00][00],8666612429655,1542,:,[00][01],21.375,0,[00][02],129.031,2988,[00][03],78.906,1708,[00][04],70.345,1622
[00][00],8667890645577,778,:,[00][01],21.203,213,[00][02],104.203,1495,[00][03],80.423,560,[00][04],68.703,534
[00][00],8790147947709,1696,:,[00][01],21.18,376,[00][02],97.461,3055,[00][03],76.508,1555,[00][04],71.696,1503
[00][00],8802239398452,681,:,[00][01],21.265,0,[00][02],86.047,802,[00][03],56.484,530,[00][04],94.234,466
[00][00],9018821643342,308,:,[00][01],21.032,0,[00][02],94.969,589,[00][03],56.157,250,[00][04],94.344,226
[00][00],9065056777374,647,:,[00][01],21.218,77,[00][02],85.718,762,[00][03],45.156,547,[00][04],104.75,493
[00][00],9074678312124,225,:,[00][01],21.625,0,[00][02],126.75,559,[00][03],50.125,227,[00][04],100.625,214
[00][00],9077069310178,1145,:,[00][01],21.024,661,[00][02],100.102,2439,[00][03],38.086,1109,[00][04],110.539,1049
[00][00],9131499524280,990,:,[00][01],19.484,887,[00][02],58.594,1093,[00][03],137.75,955,[00][04],11.094,949
[00][00],9166515406280,354,:,[00][01],21.156,0,[00][02],104.156,732,[00][03],74.594,268,[00][04],75.72,276
[00][00],9172126478061,407,:,[00][01],92.563,411,[00][02],141.75,951,[00][03],77.188,385,[00][04],72.625,370
[00][00],9332501999624,533,:,[00][01],85.376,40,[00][02],137.25,1228,[00][03],58.531,554,[00][04],91.312,512
[00][00],9410653101178,1021,:,[00][01],21.211,471,[00][02],102.822,2046,[00][03],69.321,789,[00][04],79.539,787
[00][00],9480079798327,544,:,[00][01],21.172,261,[00][02],55.422,612,[00][03],40.765,526,[00][04],109.234,474
[00][00],9541234003545,1358,:,[00][01],21.375,229,[00][02],98.36,2382,[00][03],50.813,1214,[00][04],99.235,1103
[00][00],9561556298655,259,:,[00][01],21.406,0,[00][02],103.345,556,[00][03],63.656,200,[00][04],86.969,206
[00][00],9574749064624,493,:,[00][01],21.125,0,[00][02],79.875,508,[00][03],76.437,451,[00][04],73.562,415
